path,prompt,nim_safe_prompt,ratio,done
content/characters/carlos_medina/assets/carlos_medina__surprised.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a young Latino man of 23. Slender, lean-wiry build. Long face with a receding jaw and subtle cheeks, a pointed nose, and hooded earnest dark-brown eyes fixed on some schematic. Thin lips. One brow habitually raised as he pushes unruly black hair from his eyes. Clear light-brown skin. Heavy canvas jacket with a trade badge on the shoulder, a diagnostic tablet in hand, small sport non-in-ear earbud clipped to earlobe. Backdrop of a university lab or an electrical room with schematic screens. Clean confident linework, painterly soft shading, muted natural palette, grounded human anatomy with natural asymmetry, 8k. Sudden realization breaks across his face, looking at the camera, 3/4 take. Eyes widen, the raised brow jumps higher, mouth slightly open. same art style as the character base, same jacket and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a young Latino man of 23. Slender, lean-wiry build. Long face with a receding jaw and subtle cheeks, a pointed nose, and hooded earnest dark-brown eyes fixed on some schematic. Thin lips. One brow habitually raised as he pushes unruly black hair from his eyes. Clear light-brown skin. Heavy canvas jacket with a trade badge on the shoulder, a diagnostic tablet in hand, small sport non-in-ear earbud clipped to earlobe. Sudden realization breaks across his face, looking at the camera, 3/4 take. Eyes widen, the raised brow jumps higher, mouth slightly open. same art style as the character base, same jacket and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/carlos_mendoza/assets/carlos_mendoza__afraid.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an elderly Latino man of about 68. Aged, lean-wiry build. Long face with a receding jaw and subtle cheeks, a wide nose, hooded eyes beneath thick brows, thin lips. Weathered skin with a deep worry line between the brows, a slight tremor in his hands. Thin gray-white hair receding at the temples. Old work clothes, a frayed collar, spectacles hanging on a chain, small sport non-in-ear earbud clipped to earlobe. Backdrop of a modest apartment with blueprints and pipe diagrams spread across a table. Clean confident linework, painterly soft shading, muted natural palette, grounded human anatomy with natural asymmetry, 8k. Shadow of old dread crosses his face, looking at the camera, 3/4 take. Eyes flicker with unease, thick brows lift, thin lips tremble slightly. same art style as the character base, same engineer's clothes and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an elderly Latino man of about 68. Aged, lean-wiry build. Long face with a receding jaw and subtle cheeks, a wide nose, hooded eyes beneath thick brows, thin lips. Weathered skin with a deep worry line between the brows, a slight tremor in his hands. Thin gray-white hair receding at the temples. Shadow of old dread crosses his face, looking at the camera, 3/4 take. Eyes flicker with unease, thick brows lift, thin lips tremble slightly. same art style as the character base, same engineer's clothes and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/carlos_mendoza/assets/carlos_mendoza__calculating.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an elderly Latino man of about 68. Aged, lean-wiry build. Long face with a receding jaw and subtle cheeks, a wide nose, hooded eyes beneath thick brows, thin lips. Weathered skin with a deep worry line between the brows, a slight tremor in his hands. Thin gray-white hair receding at the temples. Old work clothes, a frayed collar, spectacles hanging on a chain, small sport non-in-ear earbud clipped to earlobe. Backdrop of a modest apartment with blueprints and pipe diagrams spread across a table. Clean confident linework, painterly soft shading, muted natural palette, grounded human anatomy with natural asymmetry, 8k. Careful mental reconstruction, looking at the camera, 3/4 take. Eyes narrow as he tallies structural details, thick brows furrowing, thin lips pursed. same art style as the character base, same engineer's clothes and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an elderly Latino man of about 68. Aged, lean-wiry build. Long face with a receding jaw and subtle cheeks, a wide nose, hooded eyes beneath thick brows, thin lips. Weathered skin with a deep worry line between the brows, a slight tremor in his hands. Thin gray-white hair receding at the temples. Careful mental reconstruction, looking at the camera, 3/4 take. Eyes narrow as he tallies structural details, thick brows furrowing, thin lips pursed. same art style as the character base, same engineer's clothes and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/carlos_mendoza/assets/carlos_mendoza__default.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an elderly Latino man of about 68. Aged, lean-wiry build. Long face with a receding jaw and subtle cheeks, a wide nose, hooded eyes beneath thick brows, thin lips. Weathered skin with a deep worry line between the brows, a slight tremor in his hands. Thin gray-white hair receding at the temples. Old work clothes, a frayed collar, spectacles hanging on a chain, small sport non-in-ear earbud clipped to earlobe. Backdrop of a modest apartment with blueprints and pipe diagrams spread across a table. Clean confident linework, painterly soft shading, muted natural palette, grounded human anatomy with natural asymmetry, 8k. Neutral guarded resting expression, looking at the camera, 3/4 take. same art style as the character base, same engineer's clothes and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an elderly Latino man of about 68. Aged, lean-wiry build. Long face with a receding jaw and subtle cheeks, a wide nose, hooded eyes beneath thick brows, thin lips. Weathered skin with a deep worry line between the brows, a slight tremor in his hands. Thin gray-white hair receding at the temples. Old work clothes, a frayed collar, spectacles hanging on a chain, small sport non-in-ear earbud clipped to earlobe. Neutral guarded resting expression, looking at the camera, 3/4 take. same art style as the character base, same engineer's clothes and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/carlos_mendoza/assets/carlos_mendoza__determined.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an elderly Latino man of about 68. Aged, lean-wiry build. Long face with a receding jaw and subtle cheeks, a wide nose, hooded eyes beneath thick brows, thin lips. Weathered skin with a deep worry line between the brows, a slight tremor in his hands. Thin gray-white hair receding at the temples. Old work clothes, a frayed collar, spectacles hanging on a chain, small sport non-in-ear earbud clipped to earlobe. Backdrop of a modest apartment with blueprints and pipe diagrams spread across a table. Clean confident linework, painterly soft shading, muted natural palette, grounded human anatomy with natural asymmetry, 8k. Quiet resolve to finally speak, looking at the camera, 3/4 take. Eyes steady and resolute, thick brows level, thin lips set. same art style as the character base, same engineer's clothes and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an elderly Latino man of about 68. Aged, lean-wiry build. Long face with a receding jaw and subtle cheeks, a wide nose, hooded eyes beneath thick brows, thin lips. Weathered skin with a deep worry line between the brows, a slight tremor in his hands. Thin gray-white hair receding at the temples. Old work clothes, a frayed collar, spectacles hanging on a chain, small sport non-in-ear earbud clipped to earlobe. Quiet resolve to finally speak, looking at the camera, 3/4 take. Eyes steady and resolute, thick brows level, thin lips set. same art style as the character base, same engineer's clothes and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/carlos_mendoza/assets/carlos_mendoza__sad.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an elderly Latino man of about 68. Aged, lean-wiry build. Long face with a receding jaw and subtle cheeks, a wide nose, hooded eyes beneath thick brows, thin lips. Weathered skin with a deep worry line between the brows, a slight tremor in his hands. Thin gray-white hair receding at the temples. Old work clothes, a frayed collar, spectacles hanging on a chain, small sport non-in-ear earbud clipped to earlobe. Backdrop of a modest apartment with blueprints and pipe diagrams spread across a table. Clean confident linework, painterly soft shading, muted natural palette, grounded human anatomy with natural asymmetry, 8k. Heavy, weary melancholy, looking at the camera, 3/4 take. Eyes downcast and dim, thin lips pressed in sadness. same art style as the character base, same engineer's clothes and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an elderly Latino man of about 68. Aged, lean-wiry build. Long face with a receding jaw and subtle cheeks, a wide nose, hooded eyes beneath thick brows, thin lips. Weathered skin with a deep worry line between the brows, a slight tremor in his hands. Thin gray-white hair receding at the temples. Old work clothes, a frayed collar, spectacles hanging on a chain, small sport non-in-ear earbud clipped to earlobe. Heavy, weary melancholy, looking at the camera, 3/4 take. Eyes downcast and dim, thin lips pressed in sadness. same art style as the character base, same engineer's clothes and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/carlos_rodriguez/assets/carlos_rodriguez__calculating.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man of 48. Athletic-compact build with a composed, authoritative presence. Oval face, prominent jaw, pronounced cheeks, a curved nose, and almond appraising dark eyes beneath thick brows. Full lips, a faint old scar on the chin, a subtle asymmetry — the left side of his smile sits deeper. Clear skin, wavy dark hair with gray streaks at the temples and early receding. Well-fitted but not flashy suit worn with an open collar and no tie, a small city pin, small sport non-in-ear earbud clipped to earlobe. Backdrop of the mayor's office, city skyline visible through the window, civic flags. Clean confident linework, painterly soft shading, muted natural palette, grounded human anatomy with natural asymmetry, 8k. Sharp political assessment, looking at the camera, 3/4 take. Almond appraising eyes narrow, thick brows drawn, full lips set in a measured line. same art style as the character base, same suit and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man of 48. Athletic-compact build with a composed, authoritative presence. Oval face, prominent jaw, pronounced cheeks, a curved nose, and almond appraising dark eyes beneath thick brows. Full lips, a faint old scar on the chin, a subtle asymmetry — the left side of his smile sits deeper. Clear skin, wavy dark hair with gray streaks at the temples and early receding. Sharp political assessment, looking at the camera, 3/4 take. Almond appraising eyes narrow, thick brows drawn, full lips set in a measured line. same art style as the character base, same suit and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/carlos_rodriguez/assets/carlos_rodriguez__default.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man of 48. Athletic-compact build with a composed, authoritative presence. Oval face, prominent jaw, pronounced cheeks, a curved nose, and almond appraising dark eyes beneath thick brows. Full lips, a faint old scar on the chin, a subtle asymmetry — the left side of his smile sits deeper. Clear skin, wavy dark hair with gray streaks at the temples and early receding. Well-fitted but not flashy suit worn with an open collar and no tie, a small city pin, small sport non-in-ear earbud clipped to earlobe. Backdrop of the mayor's office, city skyline visible through the window, civic flags. Clean confident linework, painterly soft shading, muted natural palette, grounded human anatomy with natural asymmetry, 8k. Neutral composed resting expression, looking at the camera, 3/4 take. same art style as the character base, same suit and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man of 48. Athletic-compact build with a composed, authoritative presence. Oval face, prominent jaw, pronounced cheeks, a curved nose, and almond appraising dark eyes beneath thick brows. Full lips, a faint old scar on the chin, a subtle asymmetry — the left side of his smile sits deeper. Clear skin, wavy dark hair with gray streaks at the temples and early receding. Neutral composed resting expression, looking at the camera, 3/4 take. same art style as the character base, same suit and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/carlos_rodriguez/assets/carlos_rodriguez__determined.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man of 48. Athletic-compact build with a composed, authoritative presence. Oval face, prominent jaw, pronounced cheeks, a curved nose, and almond appraising dark eyes beneath thick brows. Full lips, a faint old scar on the chin, a subtle asymmetry — the left side of his smile sits deeper. Clear skin, wavy dark hair with gray streaks at the temples and early receding. Well-fitted but not flashy suit worn with an open collar and no tie, a small city pin, small sport non-in-ear earbud clipped to earlobe. Backdrop of the mayor's office, city skyline visible through the window, civic flags. Clean confident linework, painterly soft shading, muted natural palette, grounded human anatomy with natural asymmetry, 8k. Resolved to drive a bill through, looking at the camera, 3/4 take. Eyes steady and firm, strong jaw set, thick brows level. same art style as the character base, same suit and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man of 48. Athletic-compact build with a composed, authoritative presence. Oval face, prominent jaw, pronounced cheeks, a curved nose, and almond appraising dark eyes beneath thick brows. Full lips, a faint old scar on the chin, a subtle asymmetry — the left side of his smile sits deeper. Clear skin, wavy dark hair with gray streaks at the temples and early receding. Resolved to drive a bill through, looking at the camera, 3/4 take. Eyes steady and firm, strong jaw set, thick brows level. same art style as the character base, same suit and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/carlos_rodriguez/assets/carlos_rodriguez__sad.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man of 48. Athletic-compact build with a composed, authoritative presence. Oval face, prominent jaw, pronounced cheeks, a curved nose, and almond appraising dark eyes beneath thick brows. Full lips, a faint old scar on the chin, a subtle asymmetry — the left side of his smile sits deeper. Clear skin, wavy dark hair with gray streaks at the temples and early receding. Well-fitted but not flashy suit worn with an open collar and no tie, a small city pin, small sport non-in-ear earbud clipped to earlobe. Backdrop of the mayor's office, city skyline visible through the window, civic flags. Clean confident linework, painterly soft shading, muted natural palette, grounded human anatomy with natural asymmetry, 8k. Weary, candid melancholy, looking at the camera, 3/4 take. Eyes dim and heavy, thick brows low, full lips set in a tired line. same art style as the character base, same suit and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man of 48. Athletic-compact build with a composed, authoritative presence. Oval face, prominent jaw, pronounced cheeks, a curved nose, and almond appraising dark eyes beneath thick brows. Full lips, a faint old scar on the chin, a subtle asymmetry — the left side of his smile sits deeper. Clear skin, wavy dark hair with gray streaks at the temples and early receding. Weary, candid melancholy, looking at the camera, 3/4 take. Eyes dim and heavy, thick brows low, full lips set in a tired line. same art style as the character base, same suit and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/carlos_rodriguez/assets/carlos_rodriguez__smirk.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man of 48. Athletic-compact build with a composed, authoritative presence. Oval face, prominent jaw, pronounced cheeks, a curved nose, and almond appraising dark eyes beneath thick brows. Full lips, a faint old scar on the chin, a subtle asymmetry — the left side of his smile sits deeper. Clear skin, wavy dark hair with gray streaks at the temples and early receding. Well-fitted but not flashy suit worn with an open collar and no tie, a small city pin, small sport non-in-ear earbud clipped to earlobe. Backdrop of the mayor's office, city skyline visible through the window, civic flags. Clean confident linework, painterly soft shading, muted natural palette, grounded human anatomy with natural asymmetry, 8k. Knowing, wry half-smile, looking at the camera, 3/4 take. Eyes glint with dry humor as the deeper-left corner of the mouth lifts. same art style as the character base, same suit and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man of 48. Athletic-compact build with a composed, authoritative presence. Oval face, prominent jaw, pronounced cheeks, a curved nose, and almond appraising dark eyes beneath thick brows. Full lips, a faint old scar on the chin, a subtle asymmetry — the left side of his smile sits deeper. Clear skin, wavy dark hair with gray streaks at the temples and early receding. Knowing, wry half-smile, looking at the camera, 3/4 take. Eyes glint with dry humor as the deeper-left corner of the mouth lifts. same art style as the character base, same suit and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/carolina_ramirez/assets/carolina_ramirez__default.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an early-30s Latina woman. Dark brown, thick and wavy hair, worn in a professional low ponytail. Warm brown, alert and intelligent eyes. Petite and slender, upright posture. Light brown skin with warm undertones. A small mole below her right eye. A thin gold chain necklace at her throat. She wears a professional cream blouse and a navy blazer — modest and precise. Her expression is calm certainty — composed and quietly unshakeable. The backdrop is a municipal office. Wooden desk, city documents, a window looking out over the coast. Late afternoon light. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Neutral calm certain expression, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an early-30s Latina woman. Dark brown, thick and wavy hair, worn in a professional low ponytail. Warm brown, alert and intelligent eyes. Petite and slender, upright posture. Light brown skin with warm undertones. A small mole below her right eye. A thin gold chain necklace at her throat. She wears a professional cream blouse and a navy blazer — modest and precise. Her expression is calm certainty — composed and quietly unshakeable. Neutral calm certain expression, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.",3:4,0
content/characters/carolina_ramirez/assets/carolina_ramirez__determined.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an early-30s Latina woman. Dark brown, thick and wavy hair, worn in a professional low ponytail. Warm brown, alert and intelligent eyes. Petite and slender, upright posture. Light brown skin with warm undertones. A small mole below her right eye. A thin gold chain necklace at her throat. She wears a professional cream blouse and a navy blazer — modest and precise. Her expression is calm certainty — composed and quietly unshakeable. The backdrop is a municipal office. Wooden desk, city documents, a window looking out over the coast. Late afternoon light. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Resolute, firm expression, looking unflinchingly at the camera, 3/4 take. Eyes steady with quiet resolve, jaw squared. same art style as the character base, same navy blazer. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an early-30s Latina woman. Dark brown, thick and wavy hair, worn in a professional low ponytail. Warm brown, alert and intelligent eyes. Petite and slender, upright posture. Light brown skin with warm undertones. A small mole below her right eye. A thin gold chain necklace at her throat. She wears a professional cream blouse and a navy blazer — modest and precise. Her expression is calm certainty — composed and quietly unshakeable. Resolute, firm expression, looking unflinchingly at the camera, 3/4 take. Eyes steady with quiet resolve, jaw squared. same art style as the character base, same navy blazer. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/carolina_ramirez/assets/carolina_ramirez__focused.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an early-30s Latina woman. Dark brown, thick and wavy hair, worn in a professional low ponytail. Warm brown, alert and intelligent eyes. Petite and slender, upright posture. Light brown skin with warm undertones. A small mole below her right eye. A thin gold chain necklace at her throat. She wears a professional cream blouse and a navy blazer — modest and precise. Her expression is calm certainty — composed and quietly unshakeable. The backdrop is a municipal office. Wooden desk, city documents, a window looking out over the coast. Late afternoon light. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Sharp concentration, looking directly at the camera, 3/4 take. Eyes narrowed in focused analysis, brow slightly furrowed, small mole below right eye prominent. same art style as the character base, same cream blouse and navy blazer. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an early-30s Latina woman. Dark brown, thick and wavy hair, worn in a professional low ponytail. Warm brown, alert and intelligent eyes. Petite and slender, upright posture. Light brown skin with warm undertones. A small mole below her right eye. A thin gold chain necklace at her throat. She wears a professional cream blouse and a navy blazer — modest and precise. Sharp concentration, looking directly at the camera, 3/4 take. Eyes narrowed in focused analysis, brow slightly furrowed, small mole below right eye prominent. same art style as the character base, same cream blouse and navy blazer. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/carolina_ramirez/assets/carolina_ramirez__relieved.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an early-30s Latina woman. Dark brown, thick and wavy hair, worn in a professional low ponytail. Warm brown, alert and intelligent eyes. Petite and slender, upright posture. Light brown skin with warm undertones. A small mole below her right eye. A thin gold chain necklace at her throat. She wears a professional cream blouse and a navy blazer — modest and precise. Her expression is calm certainty — composed and quietly unshakeable. The backdrop is a municipal office. Wooden desk, city documents, a window looking out over the coast. Late afternoon light. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Quietly relieved expression, looking warmly at the camera, 3/4 take. Eyes open and unburdened, mouth softening. same art style as the character base, same cream blouse. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an early-30s Latina woman. Dark brown, thick and wavy hair, worn in a professional low ponytail. Warm brown, alert and intelligent eyes. Petite and slender, upright posture. Light brown skin with warm undertones. A small mole below her right eye. A thin gold chain necklace at her throat. She wears a professional cream blouse and a navy blazer — modest and precise. Her expression is calm certainty — composed and quietly unshakeable. Quietly relieved expression, looking warmly at the camera, 3/4 take. Eyes open and unburdened, mouth softening. same art style as the character base, same cream blouse. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/carolina_ramirez/assets/carolina_ramirez__tender.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an early-30s Latina woman. Dark brown, thick and wavy hair, worn in a professional low ponytail. Warm brown, alert and intelligent eyes. Petite and slender, upright posture. Light brown skin with warm undertones. A small mole below her right eye. A thin gold chain necklace at her throat. She wears a professional cream blouse and a navy blazer — modest and precise. Her expression is calm certainty — composed and quietly unshakeable. The backdrop is a municipal office. Wooden desk, city documents, a window looking out over the coast. Late afternoon light. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Soft, grateful expression, looking gently at the camera, 3/4 take. Eyes gentle. same art style as the character base, same navy blazer and gold chain. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of an early-30s Latina woman. Dark brown, thick and wavy hair, worn in a professional low ponytail. Warm brown, alert and intelligent eyes. Petite and slender, upright posture. Light brown skin with warm undertones. A small mole below her right eye. A thin gold chain necklace at her throat. She wears a professional cream blouse and a navy blazer — modest and precise. Her expression is calm certainty — composed and quietly unshakeable. Soft, grateful expression, looking gently at the camera, 3/4 take. Eyes gentle. same art style as the character base, same navy blazer and gold chain. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/cecilia_perez/assets/cecilia_perez__default.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a slender Latina woman in her early 20s. She is slightly below average height, with wiry strength and a slender build. Dark brown, shoulder-length hair, often tied back in a messy bun while working. Warm brown eyes, intense and focused. Light brown skin with a natural olive undertone. Small wire-framed glasses that she constantly pushes up. Ink stains on her fingers from lab work. A thin scar on her left hand. A small silver locket, her only jewelry. She wears a practical lab coat over a blouse. Her expression is focused intensity. The backdrop is an outdoor research field — experimental plant plots, data sheets clipped to boards, rows of low-growing crop specimens between the rows, late afternoon light. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Neutral focused intense expression, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a slender Latina woman in her early 20s. She is slightly below average height, with wiry strength and a slender build. Dark brown, shoulder-length hair, often tied back in a messy bun while working. Warm brown eyes, intense and focused. Light brown skin with a natural olive undertone. Small wire-framed glasses that she constantly pushes up. Ink stains on her fingers from lab work. A thin scar on her left hand. Neutral focused intense expression, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.",3:4,0
content/characters/cecilia_perez/assets/cecilia_perez__determined.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a slender Latina woman in her early 20s. She is slightly below average height, with wiry strength and a slender build. Dark brown, shoulder-length hair, often tied back in a messy bun while working. Warm brown eyes, intense and focused. Light brown skin with a natural olive undertone. Small wire-framed glasses that she constantly pushes up. Ink stains on her fingers from lab work. A thin scar on her left hand. A small silver locket, her only jewelry. She wears a practical lab coat over a blouse. Her expression is focused intensity. The backdrop is an outdoor research field — experimental plant plots, data sheets clipped to boards, rows of low-growing crop specimens between the rows, late afternoon light. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Resolved, firm expression, looking unflinchingly at the camera, 3/4 take. Eyes steady with quiet courage, jaw set, frame squared. same art style as the character base, same lab coat. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a slender Latina woman in her early 20s. She is slightly below average height, with wiry strength and a slender build. Dark brown, shoulder-length hair, often tied back in a messy bun while working. Warm brown eyes, intense and focused. Light brown skin with a natural olive undertone. Small wire-framed glasses that she constantly pushes up. Ink stains on her fingers from lab work. A thin scar on her left hand. Resolved, firm expression, looking unflinchingly at the camera, 3/4 take. Eyes steady with quiet courage, jaw set, frame squared. same art style as the character base, same lab coat. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/cecilia_perez/assets/cecilia_perez__focused.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a slender Latina woman in her early 20s. She is slightly below average height, with wiry strength and a slender build. Dark brown, shoulder-length hair, often tied back in a messy bun while working. Warm brown eyes, intense and focused. Light brown skin with a natural olive undertone. Small wire-framed glasses that she constantly pushes up. Ink stains on her fingers from lab work. A thin scar on her left hand. A small silver locket, her only jewelry. She wears a practical lab coat over a blouse. Her expression is focused intensity. The backdrop is an outdoor research field — experimental plant plots, data sheets clipped to boards, rows of low-growing crop specimens between the rows, late afternoon light. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Sharp scientific concentration, looking directly at the camera, 3/4 take. Eyes narrowed behind wire-framed glasses, brow furrowed in focused analysis. same art style as the character base, same lab coat and glasses. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a slender Latina woman in her early 20s. She is slightly below average height, with wiry strength and a slender build. Dark brown, shoulder-length hair, often tied back in a messy bun while working. Warm brown eyes, intense and focused. Light brown skin with a natural olive undertone. Small wire-framed glasses that she constantly pushes up. Ink stains on her fingers from lab work. Sharp scientific concentration, looking directly at the camera, 3/4 take. Eyes narrowed behind wire-framed glasses, brow furrowed in focused analysis. same art style as the character base, same lab coat and glasses. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/cecilia_perez/assets/cecilia_perez__tender.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a slender Latina woman in her early 20s. She is slightly below average height, with wiry strength and a slender build. Dark brown, shoulder-length hair, often tied back in a messy bun while working. Warm brown eyes, intense and focused. Light brown skin with a natural olive undertone. Small wire-framed glasses that she constantly pushes up. Ink stains on her fingers from lab work. A thin scar on her left hand. A small silver locket, her only jewelry. She wears a practical lab coat over a blouse. Her expression is focused intensity. The backdrop is an outdoor research field — experimental plant plots, data sheets clipped to boards, rows of low-growing crop specimens between the rows, late afternoon light. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Soft, reflective expression, looking warmly at the camera, 3/4 take. Eyes distant with thought, small smile of someone remembering why she is doing this. same art style as the character base, same lab coat and locket. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a slender Latina woman in her early 20s. She is slightly below average height, with wiry strength and a slender build. Dark brown, shoulder-length hair, often tied back in a messy bun while working. Warm brown eyes, intense and focused. Light brown skin with a natural olive undertone. Small wire-framed glasses that she constantly pushes up. Ink stains on her fingers from lab work. Soft, reflective expression, looking warmly at the camera, 3/4 take. Eyes distant with thought, small smile of someone remembering why she is doing this. same art style as the character base, same lab coat and locket. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
